x86,arm,code
c745dc00000000 eb2c 8345dc01 8b45dc 3b45c8 7ccc,b9007fbf 1400000f b9407fa0 11000400 b9007fa0 b9407fa1 b9406ba0 6b00003f 54fffdeb,"    for (int i = 0; i<n1; i++) 
"
8b5594 8b45dc 01d0 4898 488d148500000000 488b4598 4801d0 8b08 488b45b0 8b55dc 4863d2 890c90,b94037a1 b9407fa0 0b000020 93407c00 d37ef400 f9401fa1 8b000020 b9400002 f9402ba0 b9807fa1 b8217802,"        t1[i]=a[f+i]; 
"
c745d800000000 eb2f 8345d801 8b45d8 3b45c4 7cc9,b9007bbf 14000010 b9407ba0 11000400 b9007ba0 b9407ba1 b94067a0 6b00003f 54fffdcb,"    for (int j = 0; j<n2; j++) 
"
8b4590 8d5001 8b45d8 01d0 4898 488d148500000000 488b4598 4801d0 8b08 488b45a0 8b55d8 4863d2 890c90,b94033a0 11000401 b9407ba0 0b000020 93407c00 d37ef400 f9401fa1 8b000020 b9400002 f94023a0 b9807ba1 b8217802,"        t2[j]=a[m+1+j]; 
"
c745d400000000 c745d000000000 8b4594 8945cc,b90077bf b90073bf b94037a0 b9006fa0,"    int i=0,j=0,k=f;
"
eb74 8b45d4 3b45c8 7d3a 8b45d0 3b45c4 0f8c78ffffff,14000023 b94077a1 b9406ba0 6b00003f 5400028a b94073a1 b94067a0 6b00003f 54fffaeb,"    while(i<n1 && j<n2)
"
488b45b0 8b55d4 4863d2 8b0c90 488b45a0 8b55d0 4863d2 8b0490 39c1 7e2a,f9402ba0 b98077a1 b8617801 f94023a0 b98073a2 b8627800 6b00003f 540001ad,"        if(t1[i]>t2[j])
"
8b45cc 4898 488d148500000000 488b4598 488d0c02 488b45a0 8b55d0 4863d2 8b0490 8901,b9806fa0 d37ef400 f9401fa1 8b000020 f94023a1 b98073a2 b8627821 b9000001,"            a[k]=t2[j];
"
8345d001 eb28,b94073a0 11000400 b90073a0 1400000c,"            j++;
"
8b45cc 4898 488d148500000000 488b4598 488d0c02 488b45b0 8b55d4 4863d2 8b0490 8901,b9806fa0 d37ef400 f9401fa1 8b000020 f9402ba1 b98077a2 b8627821 b9000001,"            a[k]=t1[i];
"
8345d401,b94077a0 11000400 b90077a0,"            i++;
"
8345cc01,b9406fa0 11000400 b9006fa0,"        k++;
"
eb2c 8b45d4 3b45c8 7ccc,1400000f b94077a1 b9406ba0 6b00003f 54fffdeb,"    while(i<n1)
"
8b45cc 4898 488d148500000000 488b4598 488d0c02 488b45b0 8b55d4 4863d2 8b0490 8901,b9806fa0 d37ef400 f9401fa1 8b000020 f9402ba1 b98077a2 b8627821 b9000001,"        a[k]=t1[i];
"
8345d401 8345cc01,b94077a0 11000400 b90077a0 b9406fa0 11000400 b9006fa0,"        i++;k++;
"
eb2c 8b45d0 3b45c4 7ccc 4889f4,1400000f b94073a1 b94067a0 6b00003f 54fffdeb 9100007f,"    while(j<n2)
"
8b45cc 4898 488d148500000000 488b4598 488d0c02 488b45a0 8b55d0 4863d2 8b0490 8901,b9806fa0 d37ef400 f9401fa1 8b000020 f94023a1 b98073a2 b8627821 b9000001,"        a[k]=t2[j];
"
8345d001 8345cc01,b94073a0 11000400 b90073a0 b9406fa0 11000400 b9006fa0,"        j++;k++;
"
90 488d65e0 415c 415d 415e 415f 5d c3,d503201f 910003bf f9400bf3 a8c87bfd d65f03c0,"}
"
55 4889e5 4883ec20 48897de8 8975e4 8955e0,a9bd7bfd 910003fd f9000fe0 b90017e1 b90013e2,"{
"
8b45e4 3b45e0 7d54,b94017e1 b94013e0 6b00003f 540002ea,"    if(f<l)
"
8b55e4 8b45e0 01d0 89c2 c1ea1f 01d0 d1f8 8945fc,b94017e1 b94013e0 0b000020 531f7c01 0b000020 13017c00 b9002fe0,"        int m=(f+l)/2;
"
8b55fc 8b4de4 488b45e8 89ce 4889c7 e8beffffff,b9402fe2 b94017e1 f9400fe0 97ffffed,"        sort(a,f,m);
"
8b45fc 8d4801 8b55e0 488b45e8 89ce 4889c7 e8a7ffffff,b9402fe0 11000400 b94013e2 2a0003e1 f9400fe0 97ffffe7,"        sort(a,m+1,l);
"
8b4de0 8b55fc 8b75e4 488b45e8 4889c7 e8fbfcffff,b94013e3 b9402fe2 b94017e1 f9400fe0 97ffff12,"        merge(a,f,m,l);
"
90 c9 c3,d503201f a8c37bfd d65f03c0,"}
"
55 4889e5 4157 4156 4155 4154 53 4883ec38,a9b77bfd 910003fd a90153f3 a9025bf5 a90363f7 a9046bf9 f9002bfb,"{
"
488d45b4 4889c6 bf04204000 b800000000 e8dbfbffff,9101d3a0 aa0003e1 90000000 9130c000 97fffeb9,"	int n;scanf(""%d"",&n);
"
e90b010000 8b45b4 8d50ff 8955b4 85c0 0f85e4feffff b800000000,1400004b b94077a0 51000401 b90077a1 7100001f 54fff641 52800000,"	while(n--)
"
4889e0 4889c3,910003e0 aa0003f3,"	{
"
488d45b0 4889c6 bf04204000 b800000000 e8bafbffff,9101c3a0 aa0003e1 90000000 9130c000 97fffeb1,"	    int num;scanf(""%d"",&num);
"
8b45b0 4863d0 4883ea01 488955c0 4863d0 4989d4 41bd00000000 4863d0 4989d6 41bf00000000 4898 488d148500000000 b810000000 4883e801 4801d0 b910000000 ba00000000 48f7f1 486bc010 4829c4 4889e0 4883c003 48c1e802 48c1e002 488945b8,b94073a0 93407c01 d1000421 f90043a1 93407c01 aa0103f8 d2800019 d37bff01 d37beb35 aa150035 d37beb14 93407c01 aa0103fa d280001b d37bff41 d37beb77 aa170037 d37beb56 93407c00 d37ef400 91003c00 d344fc00 d37cec00 cb2063ff 910003e0 91000c00 d342fc00 d37ef400 f9003fa0,"	    int a[num];
"
c745cc00000000 eb2a 8345cc01 8b45b0 3945cc 7cce,b9008fbf 1400000c b9408fa0 11000400 b9008fa0 b94073a0 b9408fa1 6b00003f 54fffe4b,"	    for(int i=0;i<num;i++)
"
8b45cc 4898 488d148500000000 488b45b8 4801d0 4889c6 bf04204000 b800000000 e828fbffff,b9808fa0 d37ef400 f9403fa1 8b000020 aa0003e1 90000000 9130c000 97fffe8a,"	        scanf(""%d"",&a[i]);
"
488d45ac 4889c6 bf04204000 b800000000 e806fbffff,9101b3a0 aa0003e1 90000000 9130c000 97fffe7e,"	    int r;scanf(""%d"",&r);
"
8b45b0 8d50ff 488b45b8 be00000000 4889c7 e87cfeffff,b94073a0 51000400 2a0003e2 52800001 f9403fa0 97ffff92,"	    sort(a,0,num-1);
"
8b45ac 8d50ff 488b45b8 4863d2 8b0490 89c6 bf07204000 b800000000 e8befaffff 4889dc,b9406fa0 51000401 f9403fa0 93407c21 b8617800 2a0003e1 90000000 9130e000 97fffe73 9100027f,"	    printf(""%d\n"",a[r-1]);
"
488d65d8 5b 415c 415d 415e 415f 5d c3 660f1f440000,910003bf a94153f3 a9425bf5 a94363f7 a9446bf9 f9402bfb a8c97bfd d65f03c0,"}
"
55 4889e5 4883ec20,a9bd7bfd 910003fd,"int main(){
"
c745ec01000000,52800020 b9001fe0,"    int z = 1;
"
bf90010000 e8f1feffff 488945e0,d2803200 97ffffa5 f9000be0,"    primes = malloc(sizeof(int) * limit);	//allocating 100 spaces in memory with the starting address to prime pointer
"
48c745f802000000 eb1e 488345f801 48837df863 76db,d2800040 f90017e0 1400000a f94017e0 91000400 f90017e0 f94017e0 f1018c1f 54fffea9,"    for (i = 2;i < limit; i++)			//initializing the 100 memory spaces
"
488b45f8 488d148500000000 488b45e0 4801d0 c70001000000,f94017e0 d37ef400 f9400be1 8b000020 52800021 b9000001,"        primes[i] = 1;
"
48c745f802000000 eb5a 488345f801 48837df863 769f,d2800040 f90017e0 1400001d f94017e0 91000400 f90017e0 f94017e0 f1018c1f 54fffc49,"    for (i = 2;i < limit; i++)			//Filling the array with prime numbers as per the method proposed by seive of eratosthenes
"
488b45f8 488d148500000000 488b45e0 4801d0 8b00 85c0 743c,f94017e0 d37ef400 f9400be1 8b000020 b9400000 7100001f 54000260,"        if (primes[i])
"
488b45f8 488945f0 eb23 488345f001 488b45f8 480faf45f0 4883f863 76ce,f94017e0 f90013e0 1400000b f94013e0 91000400 f90013e0 f94017e1 f94013e0 9b007c20 f1018c1f 54fffe49,"            for (j = i;i * j < limit; j++)
"
488b45f8 480faf45f0 488d148500000000 488b45e0 4801d0 c70000000000,f94017e1 f94013e0 9b007c20 d37ef400 f9400be1 8b000020 b900001f,"                primes[i * j] = 0;
"
bf08204000 e829feffff,90000000 91218000 97ffff7c,"    printf(""\nPrime numbers in range 1 to 100 are: \n"");
"
48c745f802000000 eb34 488345f801 48837df863 76c5,d2800040 f90017e0 1400000f f94017e0 91000400 f90017e0 f94017e0 f1018c1f 54fffe09,"    for (i = 2;i < limit; i++)			//Printing the prime numbers in the range from 1 to 100
"
488b45f8 488d148500000000 488b45e0 4801d0 8b00 85c0 7416,f94017e0 d37ef400 f9400be1 8b000020 b9400000 7100001f 540000a0,"        if (primes[i])
"
488b45f8 4889c6 bf2f204000 b800000000 e800feffff,f94017e1 90000000 91222000 97ffff72,"            printf(""%d\n"", i);
"
b800000000,52800000,"return 0;
"
c9 c3 662e0f1f840000000000 0f1f00,a8c37bfd d65f03c0,}
55 4889e5 4883ec10,a9be7bfd 910003fd,"{
"
c745f401000000,52800020 b90017e0,"    int i, j, rows ,num=1;
"
bf04204000 b800000000 e8dcfeffff,90000000 911f2000 97ffffb4,"    printf(""Enter number of rows: "");
"
488d45f0 4889c6 bf1b204000 b800000000 e8d6feffff,910043e0 aa0003e1 90000000 911f8000 97ffffab,"    scanf(""%d"",&rows);
"
c745fc01000000 eb3b 8345fc01 8b45f0 3945fc 7ebd,52800020 b9001fe0 14000017 b9401fe0 11000400 b9001fe0 b94013e0 b9401fe1 6b00003f 54fffced,"    for(i=1; i<=rows; i++)
"
c745f801000000 eb1c 8345f801 8b45f8 3b45fc 7edc,52800020 b9001be0 1400000b b9401be0 11000400 b9001be0 b9401be1 b9401fe0 6b00003f 54fffe6d,"        for(j=1; j<=i; j++)
"
8b45f4 89c6 bf1e204000 b800000000 e8a0feffff,b94017e1 90000000 911fa000 97ffffa5,"            printf(""%3d "",num);
"
8345f401,b94017e0 11000400 b90017e0,"            num++;
"
bf0a000000 e876feffff,52800140 97ffff9d,"        printf(""\n"");
"
b800000000,52800000,"    return 0;
"
c9 c3 0f1f00,a8c27bfd d65f03c0,}
55 4889e5 4883ec10,a9be7bfd 910003fd,"{ 
"
c745f401000000,52800020 b90017e0,"   unsigned int i = 1; 
"
488d45f4 488945f8,910053e0 f9000fe0,"   char *c = (char*)&i; 
"
488b45f8 0fb600 84c0 740c,f9400fe0 39400000 7100001f 540000a0,"   if (*c)     
"
bf04204000 e8defeffff eb0a,90000000 911ba000 97ffffaa 14000004,"       printf(""Little endian\n""); 
"
bf12204000 e8d2feffff,90000000 911be000 97ffffa6,"       printf(""Big endian\n""); 
"
b800000000,52800000,"   return 0; 
"
c9 c3 662e0f1f840000000000 90,a8c27bfd d65f03c0,"}
"
55 4889e5 4883ec10,a9be7bfd 910003fd,"int main(){
"
bf08204000 e8d8feffff,90000000 9121a000 97ffffb2,"    printf(""Enter number of duty hours\n"");
"
488d45f8 4889c6 bf23204000 b800000000 e8e2feffff,910063e0 aa0003e1 90000000 91222000 97ffffb1,"    scanf(""%d"", &hour);
"
8b45f8 85c0 7e14 8b45f8 83f808 7f0c,b9401be0 7100001f 540000ed b9401be0 7100201f 5400008c,"    if (hour >= 1 && hour <= 8)
"
c745fc64000000 e99d000000,52800c80 b9001fe0 1400003c,"        amount = 100;
"
8b45f8 83f808 7e20 8b45f8 83f80c 7f18,b9401be0 7100201f 540001ad b9401be0 7100301f 5400014c,"    else if (hour >= 9 && hour <= 12)
"
8b45f8 8d50f8 89d0 c1e002 01d0 c1e002 83c064 8945fc eb75,b9401be0 51002001 2a0103e0 531e7400 0b010000 531e7400 11019000 b9001fe0 1400002d,"        amount = 100 + (hour - 8)*20;
"
8b45f8 83f80c 7e22 8b45f8 83f810 7f1a,b9401be0 7100301f 540001ad b9401be0 7100401f 5400014c,"    else if (hour >= 13 && hour <= 16)
"
8b45f8 8d50f4 89d0 c1e002 01d0 c1e003 05b4000000 8945fc eb4b,b9401be0 51003001 2a0103e0 531e7400 0b010000 531d7000 1102d000 b9001fe0 1400001e,"        amount = 180 + (hour - 12)*40;
"
8b45f8 83f810 7e1b 8b45f8 83f814 7f13,b9401be0 7100401f 540001ad b9401be0 7100501f 5400014c,"    else if (hour >= 17 && hour <= 20)
"
8b45f8 83e810 6bc03c 0554010000 8945fc eb28,b9401be0 51004001 2a0103e0 531c6c00 4b010000 531e7400 11055000 b9001fe0 1400000f,"        amount = 340 + (hour - 16)*60;
"
8b45f8 83f814 7e20 8b45f8 83f818 7f18,b9401be0 7100501f 5400018d b9401be0 7100601f 5400012c,"    else if (hour >= 21 && hour <= 24)
"
8b45f8 8d50ec 89d0 c1e002 01d0 c1e004 0544020000 8945fc,b9401be0 51005001 2a0103e0 531e7400 0b010000 531c6c00 11091000 b9001fe0,"        amount = 580 + (hour - 20)*80;
"
8b45fc 89c6 bf28204000 b800000000 e806feffff,b9401fe1 90000000 91224000 97ffff6d,"    printf(""Amount incurred by worker : %d"", amount);
"
b800000000,52800000,"    return 0;
"
c9 c3 662e0f1f840000000000 0f1f440000,a8c27bfd d65f03c0,"}
"
55 4889e5 4883ec30,a9bc7bfd 910003fd,"{
"
48c745f800000000 48c745f000000000,f9001fff f9001bff,"	long long int a, b, k, l, sum=0, i=0;
"
bf08204000 e8c8feffff,90000000 911f8000 97ffffb0,"	printf(""ENTER TWO NUMBERS:\n"");
"
488d55d0 488d45d8 4889c6 bf1b204000 b800000000 e8cefeffff,910043e1 910063e0 aa0103e2 aa0003e1 90000000 911fe000 97ffffad,"	scanf(""%lld %lld"", &a, &b);
"
488b45d8 488945e8,f9400fe0 f90017e0,"	k=a;
"
488b45d0 488945e0,f9400be0 f90013e0,"	l=b;
"
eb44 488b45d8 4885c0 7fb3,14000014 f9400fe0 f100001f 54fffd6c,"	while(a>0)
"
488b55d8 4889d0 48c1f83f 48c1e83f 4801c2 83e201 4829c2 4889d0 4883f801 7508,f9400fe0 f100001f 92400000 da80a400 f100041f 540000a1,"		if(a%2==1){
"
488b45d0 480145f8,f9400be0 f9401fe1 8b000020 f9001fe0,"			sum = sum + b;
"
488b45d8 48d1f8 488945d8,f9400fe0 9341fc00 f9000fe0,"			a = a>>1;
"
488b45d0 4801c0 488945d0,f9400be0 d37ff800 f9000be0,"			b = b<<1; 
"
488345f001,f9401be0 91000400 f9001be0,"			i++;
"
488b4df8 488b55e0 488b45e8 4889c6 bf28204000 b800000000 e841feffff,f9401fe3 f94013e2 f94017e1 90000000 91202000 97ffff90,"	printf(""PRODUCT OF %lld AND %lld IS = %lld \n"",k,l,sum);
"
b800000000,52800000,"	return 0;
"
c9 c3 662e0f1f840000000000,a8c47bfd d65f03c0,}
55 4889e5 4883ec20 48897de8 488975e0,a9bd7bfd 910003fd f9000fe0 f9000be1,"{
"
48837de000 750a,f9400be0 f100001f 54000061,"	if(y == 0)
"
b801000000 e9ce000000,d2800020 14000045,"		return 1;
"
48837de001 7509,f9400be0 f100041f 54000061,"	else if(y == 1)
"
488b45e8 e9be000000,f9400fe0 14000040,"		return x;
"
488b45e0 4889c2 48c1ea3f 4801d0 48d1f8 4889c2 488b45e8 4889d6 4889c7 e8acffffff 488945f8,f9400be0 d37ffc01 8b000020 9341fc00 aa0003e1 f9400fe0 97ffffec f90017e0,"		long long ans = modder(x, y/2);
"
488b45e0 83e001 4885c0 752c,f9400be0 92400000 f100001f 54000221,"		if(y % 2 == 0)
"
488b0d9f2e0000 488b45f8 4899 48f7f9 4889d6 488b0d8c2e0000 488b45f8 4899 48f7f9 4889d0 480fafc6 eb5f,b0000080 91010000 f9400001 f94017e0 9ac10c02 9b017c41 cb010002 b0000080 91010000 f9400001 f94017e0 9ac10c03 9b017c61 cb010000 9b007c40 14000024,"			return (ans % m) * (ans % m);
"
488b0d732e0000 488b45f8 4899 48f7f9 4889d6 488b0d602e0000 488b45f8 4899 48f7f9 4889d0 480fafc6 488b0d492e0000 4899 48f7f9 4889d6 488b0d3a2e0000 488b45e8 4899 48f7f9 4889d0 480fafc6 488b0d232e0000 4899 48f7f9 4889d0,b0000080 91010000 f9400001 f94017e0 9ac10c02 9b017c41 cb010002 b0000080 91010000 f9400001 f94017e0 9ac10c03 9b017c61 cb010000 9b007c40 b0000081 91010021 f9400021 9ac10c02 9b017c41 cb010002 b0000080 91010000 f9400001 f9400fe0 9ac10c03 9b017c61 cb010000 9b007c40 b0000081 91010021 f9400021 9ac10c02 9b017c41 cb010000,"			return (((ans % m) * (ans % m)) % m * (x % m)) % m; 
"
c9 c3,a8c37bfd d65f03c0,"}
"
55 4889e5 4883ec20,a9bd7bfd 910003fd,"{
"
bf08204000 b800000000 e8f2fdffff,90000000 9121c000 97ffff67,"	printf(""Enter three numbers, x to the power of y modulo m: "");
"
488d55e8 488d45f0 b940404000 4889c6 bf3c204000 b800000000 e8e3fdffff,910063e2 910083e1 b0000080 91010003 90000000 9122a000 97ffff5c,"	scanf(""%lld%lld%lld"", &x, &y, &m);
"
488b55e8 488b45f0 4889d6 4889c7 e8c6feffff 488945f8,f94013e0 f9400fe1 97ffffa3 f90017e0,"	result = modder(x, y);
"
488b45f8 4889c6 bf49204000 b800000000 e8a6fdffff,f94017e1 90000000 9122e000 97ffff58,"	printf(""The resultant is: %lld\n"", result);	
"
b800000000,52800000,"	return 0;
"
c9 c3 662e0f1f840000000000 0f1f440000,a8c37bfd d65f03c0,"}
"
55 4889e5 4883ec10,a9be7bfd 910003fd,"{
"
bf04204000 b800000000 e8e3feffff,90000000 911ca000 97ffffb6,"    printf(""Enter a character: "");
"
488d45ff 4889c6 bf18204000 b800000000 e8ddfeffff,91007fe0 aa0003e1 90000000 911d0000 97ffffad,"    scanf(""%c"", &c);
"
0fb645ff 0fbed0 0fb645ff 0fbec0 89c6 bf1b204000 b800000000 e8aefeffff,39407fe0 2a0003e1 39407fe0 2a0003e2 90000000 911d2000 97ffffaa,"    printf(""ASCII value of %c = %d"", c, c);
"
b800000000,52800000,"    return 0;
"
c9 c3 0f1f8000000000,a8c27bfd d65f03c0,"}
"
55 4889e5 4881ecb0010000,a9a47bfd 910003fd,"{
"
bf08204000 e8d5feffff,90000000 91268000 97ffffa2,"    printf(""\n\n\t\tStudytonight - Best place to learn\n\n\n"");
"
c745f400000000,b901b7ff,"    int counter = 0;
"
bf38204000 e8c4feffff,90000000 91274000 97ffff9e,"    printf(""\nEnter the number of rows and columns of the matrix \n\n"");
"
488d55f0 488d45ec 4889c6 bf6e204000 b800000000 e8cafeffff,9106c3e1 9106b3e0 aa0103e2 aa0003e1 90000000 91282000 97ffff9b,"    scanf(""%d%d"",&m,&n);
"
8b55ec 8b45f0 0fafc2 89c6 bf78204000 b800000000 e8a0feffff,b941afe1 b941b3e0 1b007c20 2a0003e1 90000000 91284000 97ffff98,"    printf(""\nEnter the %d elements of the matrix \n\n"", m*n);
"
c745fc00000000 e980000000 8345fc01 8b45ec 3945fc 0f8c74ffffff,b901bfff 1400002a b941bfe0 11000400 b901bfe0 b941afe0 b941bfe1 6b00003f 54fffa8b,"    for(c = 0; c < m; c++)   // to iterate the rows
"
c745f800000000 eb6b 8345f801 8b45f0 3945f8 7c8d,b901bbff 14000021 b941bbe0 11000400 b901bbe0 b941b3e0 b941bbe1 6b00003f 54fffbab,"        for(d = 0; d < n; d++)   // to iterate the columns
"
488d8d50feffff 8b45f8 4863f0 8b45fc 4863d0 4889d0 48c1e002 4801d0 4801c0 4801f0 48c1e002 4801c8 4889c6 bfa0204000 b800000000 e85ffeffff,910063e2 b981bbe3 b981bfe1 aa0103e0 d37ef400 8b010000 d37ff800 8b000060 d37ef400 8b000040 aa0003e1 90000000 9128e000 97ffff82,"            scanf(""%d"", &matrix[c][d]);
"
8b45f8 4863c8 8b45fc 4863d0 4889d0 48c1e002 4801d0 4801c0 4801c8 8b848550feffff 85c0 7504,b981bbe2 b981bfe1 aa0103e0 d37ef400 8b010000 d37ff800 8b020000 d37ef400 910063e1 b8606820 7100001f 54000081,"            if(matrix[c][d] == 0)
"
8345f401,b941b7e0 11000400 b901b7e0,"            counter++;  // same as counter=counter +1
"
bfa3204000 e8eefdffff,90000000 91290000 97ffff5e,"    printf(""\n\nThe entered matrix is: \n\n"");
"
c745fc00000000 eb57 8345fc01 8b45ec 3945fc 7ca1,b901bfff 1400001d b941bfe0 11000400 b901bfe0 b941afe0 b941bfe1 6b00003f 54fffc2b,"    for(c = 0; c < m; c++)   // to iterate the rows
"
c745f800000000 eb38 8345f801 8b45f0 3945f8 7cc0,b901bbff 14000012 b941bbe0 11000400 b901bbe0 b941b3e0 b941bbe1 6b00003f 54fffd8b,"        for(d = 0; d < n; d++)   // to iterate the columns
"
8b45f8 4863c8 8b45fc 4863d0 4889d0 48c1e002 4801d0 4801c0 4801c8 8b848550feffff 89c6 bfbe204000 b800000000 e8b8fdffff,b981bbe2 b981bfe1 aa0103e0 d37ef400 8b010000 d37ff800 8b020000 d37ef400 910063e1 b8606820 2a0003e1 90000000 91298000 97ffff54,"            printf(""%d\t"", matrix[c][d]);
"
bf0a000000 e882fdffff,52800140 97ffff4f,"    printf(""\n""); // to take the control to the next row
"
8b55ec 8b45f0 0fafc2 89c2 c1ea1f 01d0 d1f8 3945f4 7e0c,b941afe1 b941b3e0 1b007c20 531f7c01 0b000020 13017c00 2a0003e1 b941b7e0 6b01001f 540000ad,"    if(counter > (m*n)/2)
"
bfc8204000 e865fdffff eb0a,90000000 9129a000 97ffff2f 14000004,"        printf(""\n\nThe entered matrix is a sparse matrix\n\n"");
"
bff8204000 e859fdffff,90000000 912a6000 97ffff2b,"        printf(""\n\nThe entered matrix is not a sparse matrix\n\n"");
"
bf25214000 e84ffdffff,90000000 912b2000 97ffff28,"    printf(""\n\n\t\t\tCoding is Fun !\n\n\n"");
"
b800000000,52800000,"    return 0;
"
c9 c3 0f1f840000000000,a8dc7bfd d65f03c0,"}
"
55 4889e5 4881ec90000000,a9b67bfd 910003fd,"int main() {
"
bf04204000 b800000000 e8e0feffff,90000000 91298000 97ffffb6,"  printf(""Enter no of elements:"");
"
488d857cffffff 4889c6 bf1a204000 b800000000 e8d7feffff,910073e0 aa0003e1 90000000 9129e000 97ffffad,"  scanf(""%d"", & n);
"
bf1d204000 b800000000 e8b8feffff,90000000 912a0000 97ffffae,"  printf(""Enter array elements:"");
"
c745fc00000000 eb27 8345fc01 8b857cffffff 3945fc 7cce,b9009fff 1400000c b9409fe0 11000400 b9009fe0 b9401fe0 b9409fe1 6b00003f 54fffe4b,"  for (i = 0; i < n; i++)
"
488d4580 8b55fc 4863d2 48c1e202 4801d0 4889c6 bf1a204000 b800000000 e89cfeffff,910083e1 b9809fe0 d37ef400 8b000020 aa0003e1 90000000 9129e000 97ffffa0,"    scanf(""%d"", & a[i]);
"
8b857cffffff 8d50ff 488d4580 be00000000 4889c7 e848000000,b9401fe0 51000401 910083e0 2a0103e2 52800001 94000018,"  mergesort(a, 0, n - 1);
"
bf33204000 b800000000 e854feffff,90000000 912a6000 97ffff94,"  printf(""\nSorted array is :"");
"
c745fc00000000 eb1e 8345fc01 8b857cffffff 3945fc 7cd7,b9009fff 1400000c b9409fe0 11000400 b9009fe0 b9401fe0 b9409fe1 6b00003f 54fffe4b,"  for (i = 0; i < n; i++)
"
8b45fc 4898 8b448580 89c6 bf46204000 b800000000 e831feffff,b9809fe0 d37ef400 910083e1 b8606820 2a0003e1 90000000 912ac000 97ffff8a,"    printf(""%d "", a[i]);
"
b800000000,52800000,"  return 0;
"
c9 c3,a8ca7bfd d65f03c0,"}
"
55 4889e5 4883ec20 48897de8 8975e4 8955e0,a9bd7bfd 910003fd f9000fe0 b90017e1 b90013e2,"void mergesort(int a[], int i, int j) {
"
8b45e4 3b45e0 7d5d,b94017e1 b94013e0 6b00003f 5400034a,"  if (i < j) {
"
8b55e4 8b45e0 01d0 89c2 c1ea1f 01d0 d1f8 8945fc,b94017e1 b94013e0 0b000020 531f7c01 0b000020 13017c00 b9002fe0,"    mid = (i + j) / 2;
"
8b55fc 8b4de4 488b45e8 89ce 4889c7 e8beffffff,b9402fe2 b94017e1 f9400fe0 97ffffed,"    mergesort(a, i, mid); //left recursion
"
8b45fc 8d4801 8b55e0 488b45e8 89ce 4889c7 e8a7ffffff,b9402fe0 11000400 b94013e2 2a0003e1 f9400fe0 97ffffe7,"    mergesort(a, mid + 1, j); //right recursion
"
8b45fc 8d4801 8b7de0 8b55fc 8b75e4 488b45e8 4189f8 4889c7 e803000000,b9402fe0 11000400 b94013e4 2a0003e3 b9402fe2 b94017e1 f9400fe0 94000004,"    merge(a, i, mid, mid + 1, j); //merging of two sorted sub-arrays
"
90 c9 c3,d503201f a8c37bfd d65f03c0,"}
"
55 4889e5 4881ec88000000 4889bd18ffffff 89b514ffffff 899510ffffff 898d0cffffff 44898508ffffff,d10403ff f9000fe0 b90017e1 b90013e2 b9000fe3 b9000be4,"void merge(int a[], int i1, int j1, int i2, int j2) {
"
8b8514ffffff 8945fc,b94017e0 b900ffe0,"  i = i1; //beginning of the first list
"
8b850cffffff 8945f8,b9400fe0 b900fbe0,"  j = i2; //beginning of the second list
"
c745f400000000,b900f7ff,"  k = 0;
"
e99c000000 8b45fc 3b8510ffffff 7f43 8b45f8 3b8508ffffff 0f8e4affffff,1400002c b940ffe1 b94013e0 6b00003f 540002ac b940fbe1 b9400be0 6b00003f 54fff9cd,"  while (i <= j1 && j <= j2) //while elements in both lists
"
8b45fc 4898 488d148500000000 488b8518ffffff 4801d0 8b10 8b45f8 4898 488d0c8500000000 488b8518ffffff 4801c8 8b00 39c2 7d34,b980ffe0 d37ef400 f9400fe1 8b000020 b9400001 b980fbe0 d37ef400 f9400fe2 8b000040 b9400000 6b00003f 5400022a,"    if (a[i] < a[j])
"
8b45fc 8d5001 8955fc 4898 488d148500000000 488b8518ffffff 488d0c02 8b45f4 8d5001 8955f4 8b11 4898 89948520ffffff eb32,b940ffe0 11000401 b900ffe1 93407c00 d37ef400 f9400fe1 8b000021 b940f7e0 11000402 b900f7e2 b9400022 93407c00 d37ef400 9100a3e1 b8206822 14000010,"      temp[k++] = a[i++];
"
8b45f8 8d5001 8955f8 4898 488d148500000000 488b8518ffffff 488d0c02 8b45f4 8d5001 8955f4 8b11 4898 89948520ffffff,b940fbe0 11000401 b900fbe1 93407c00 d37ef400 f9400fe1 8b000021 b940f7e0 11000402 b900f7e2 b9400022 93407c00 d37ef400 9100a3e1 b8206822,"      temp[k++] = a[j++];
"
eb32 8b45fc 3b8510ffffff 7ec3,14000010 b940ffe1 b94013e0 6b00003f 54fffdcd,"  while (i <= j1) //copy remaining elements of the first list
"
8b45fc 8d5001 8955fc 4898 488d148500000000 488b8518ffffff 488d0c02 8b45f4 8d5001 8955f4 8b11 4898 89948520ffffff,b940ffe0 11000401 b900ffe1 93407c00 d37ef400 f9400fe1 8b000021 b940f7e0 11000402 b900f7e2 b9400022 93407c00 d37ef400 9100a3e1 b8206822,"    temp[k++] = a[i++];
"
eb32 8b45f8 3b8508ffffff 7ec3,14000010 b940fbe1 b9400be0 6b00003f 54fffdcd,"  while (j <= j2) //copy remaining elements of the second list
"
8b45f8 8d5001 8955f8 4898 488d148500000000 488b8518ffffff 488d0c02 8b45f4 8d5001 8955f4 8b11 4898 89948520ffffff,b940fbe0 11000401 b900fbe1 93407c00 d37ef400 f9400fe1 8b000021 b940f7e0 11000402 b900f7e2 b9400022 93407c00 d37ef400 9100a3e1 b8206822,"    temp[k++] = a[j++];
"
